Image,Name,Ticker,Price,Price Change 1h,Price Change 24h,Price Change 7d,24h Volume,Market Cap
https://assets.coingecko.com/coins/images/1/standard/bitcoin.png?1696501400,Bitcoin BTC,BTC,"$88,497.83",0.0%,1.4%,3.0%,"$36,363,987,199","$1,757,340,926,213"
https://assets.coingecko.com/coins/images/279/standard/ethereum.png?1696501628,Ethereum ETH,ETH,"$1,627.45",0.1%,0.4%,1.1%,"$15,067,111,958","$196,425,408,205"
https://assets.coingecko.com/coins/images/325/standard/Tether.png?1696501661,Tether USDT,USDT,$1,0.0%,0.0%,0.0%,"$43,497,390,314","$144,724,312,920"
https://assets.coingecko.com/coins/images/44/standard/xrp-symbol-white-128.png?1696501442,XRP XRP,XRP,$2.10,0.0%,1.0%,3.1%,"$2,108,693,505","$122,759,990,353"
https://assets.coingecko.com/coins/images/825/standard/bnb-icon2_2x.png?1696501970,BNB BNB,BNB,$606.66,0.2%,0.6%,2.8%,"$615,730,059","$88,498,267,461"
https://assets.coingecko.com/coins/images/4128/standard/solana.png?1718769756,Solana SOL,SOL,$139.72,0.2%,0.1%,4.9%,"$4,515,295,516","$72,293,087,592"
https://assets.coingecko.com/coins/images/6319/standard/usdc.png?1696506694,USDC USDC,USDC,$0.9999,0.0%,0.0%,0.0%,"$5,600,055,769","$60,880,216,469"
https://assets.coingecko.com/coins/images/5/standard/dogecoin.png?1696501409,Dogecoin DOGE,DOGE,$0.1639,0.1%,1.3%,2.2%,"$1,000,647,343","$24,420,057,803"
https://assets.coingecko.com/coins/images/1094/standard/tron-logo.png?1696502193,TRON TRX,TRX,$0.2471,0.5%,1.6%,1.8%,"$674,382,469","$23,481,711,148"
https://assets.coingecko.com/coins/images/975/standard/cardano.png?1696502090,Cardano ADA,ADA,$0.6398,0.1%,0.7%,0.8%,"$583,849,924","$23,035,151,345"
https://assets.coingecko.com/coins/images/13442/standard/steth_logo.png?1696513206,Lido Staked Ether STETH,STETH,"$1,626.21",0.1%,0.3%,1.2%,"$27,694,458","$15,073,516,503"
https://assets.coingecko.com/coins/images/7598/standard/wrapped_bitcoin_wbtc.png?1696507857,Wrapped Bitcoin WBTC,WBTC,"$88,364.86",0.0%,1.2%,3.0%,"$175,679,841","$11,380,913,777"
https://assets.coingecko.com/coins/images/877/standard/chainlink-new-logo.png?1696502009,Chainlink LINK,LINK,$13.37,0.4%,1.0%,5.1%,"$347,272,254","$8,529,658,430"
https://assets.coingecko.com/coins/images/12559/standard/Avalanche_Circle_RedWhite_Trans.png?1696512369,Avalanche AVAX,AVAX,$20.28,0.3%,1.2%,0.9%,"$323,686,982","$8,418,450,500"
https://assets.coingecko.com/coins/images/8418/standard/leo-token.png?1696508607,LEO Token LEO,LEO,$8.89,2.1%,6.2%,5.7%,"$4,281,389","$8,283,607,957"
https://assets.coingecko.com/coins/images/100/standard/fmpFRHHQ_400x400.jpg?1735231350,Stellar XLM,XLM,$0.2477,0.1%,4.6%,1.4%,"$206,362,867","$7,637,929,966"
https://assets.coingecko.com/coins/images/26375/standard/sui-ocean-square.png?1727791290,Sui SUI,SUI,$2.30,0.4%,1.4%,3.3%,"$905,122,013","$7,480,535,224"
https://assets.coingecko.com/coins/images/11939/standard/shiba.png?1696511800,Shiba Inu SHIB,SHIB,$0.00001255,0.4%,0.8%,4.7%,"$140,568,930","$7,392,240,873"
https://assets.coingecko.com/coins/images/17980/standard/photo_2024-09-10_17.09.00.jpeg?1725963446,Toncoin TON,TON,$2.91,0.3%,3.7%,3.0%,"$151,649,309","$7,301,216,679"
https://assets.coingecko.com/coins/images/3688/standard/hbar.png?1696504364,Hedera HBAR,HBAR,$0.1718,0.4%,0.0%,2.3%,"$165,914,691","$7,259,838,905"
https://assets.coingecko.com/coins/images/39926/standard/usds.webp?1726666683,USDS USDS,USDS,$0.9998,0.0%,0.0%,0.0%,"$9,351,337","$7,234,560,799"
https://assets.coingecko.com/coins/images/18834/standard/wstETH.png?1696518295,Wrapped stETH WSTETH,WSTETH,"$1,953.96",0.0%,0.3%,0.9%,"$15,284,506","$6,929,951,360"
https://assets.coingecko.com/coins/images/780/standard/bitcoin-cash-circle.png?1696501932,Bitcoin Cash BCH,BCH,$346.52,0.1%,1.6%,4.0%,"$210,560,328","$6,880,669,794"
https://assets.coingecko.com/coins/images/50882/standard/hyperliquid.jpg?1729431300,Hyperliquid HYPE,HYPE,$18.27,0.0%,1.7%,11.1%,"$47,734,313","$6,103,801,909"
https://assets.coingecko.com/coins/images/2/standard/litecoin.png?1696501400,Litecoin LTC,LTC,$79.33,0.4%,2.0%,1.6%,"$342,343,683","$6,012,731,752"
https://static.coingecko.com/s/polkadot-73b0c058cae10a2f076a82dcade5cbe38601fad05d5e6211188f09eb96fa4617.gif,Polkadot DOT,DOT,$3.76,0.7%,4.0%,1.7%,"$139,952,268","$5,724,437,887"
https://assets.coingecko.com/coins/images/11610/standard/Bitget_logo.png?1736925727,Bitget Token BGB,BGB,$4.45,0.2%,0.4%,2.5%,"$141,536,243","$5,201,749,410"
