Image,Name,Ticker,Price,Price Change 1h,Price Change 24h,Price Change 7d,24h Volume,Market Cap
https://assets.coingecko.com/coins/images/1/standard/bitcoin.png?1696501400,Bitcoin BTC,BTC,"$79,779.80",0.1%,4.3%,3.6%,"$44,086,876,932","$1,583,798,367,993"
https://assets.coingecko.com/coins/images/279/standard/ethereum.png?1696501628,Ethereum ETH,ETH,"$1,528.14",0.3%,8.9%,15.5%,"$21,391,083,870","$184,443,946,380"
https://assets.coingecko.com/coins/images/325/standard/Tether.png?1696501661,Tether USDT,USDT,$0.9994,0.0%,0.1%,0.0%,"$33,346,512,589","$144,291,039,010"
https://assets.coingecko.com/coins/images/44/standard/xrp-symbol-white-128.png?1696501442,XRP XRP,XRP,$1.98,0.3%,4.8%,4.2%,"$3,965,357,585","$115,148,541,586"
https://assets.coingecko.com/coins/images/825/standard/bnb-icon2_2x.png?1696501970,BNB BNB,BNB,$576.13,0.1%,1.3%,2.8%,"$1,054,468,277","$84,045,873,929"
https://assets.coingecko.com/coins/images/6319/standard/usdc.png?1696506694,USDC USDC,USDC,$1,0.0%,0.0%,0.0%,"$8,648,265,907","$59,836,611,150"
https://assets.coingecko.com/coins/images/4128/standard/solana.png?1718769756,Solana SOL,SOL,$112.85,0.5%,5.6%,3.7%,"$5,032,932,489","$58,139,096,483"
https://assets.coingecko.com/coins/images/5/standard/dogecoin.png?1696501409,Dogecoin DOGE,DOGE,$0.1541,0.0%,5.3%,4.1%,"$1,299,658,890","$22,939,729,110"
https://assets.coingecko.com/coins/images/1094/standard/tron-logo.png?1696502193,TRON TRX,TRX,$0.2366,0.2%,0.4%,0.2%,"$974,635,331",
https://assets.coingecko.com/coins/images/975/standard/cardano.png?1696502090,Cardano ADA,ADA,$0.6058,0.2%,5.6%,6.9%,"$891,289,712","$21,801,821,459"
https://assets.coingecko.com/coins/images/13442/standard/steth_logo.png?1696513206,Lido Staked Ether STETH,STETH,"$1,527.56",0.6%,8.7%,15.5%,"$58,710,510","$14,353,028,811"
https://assets.coingecko.com/coins/images/7598/standard/wrapped_bitcoin_wbtc.png?1696507857,Wrapped Bitcoin WBTC,WBTC,"$79,806.37",0.1%,4.2%,3.5%,"$420,421,911","$10,282,702,353"
https://assets.coingecko.com/coins/images/8418/standard/leo-token.png?1696508607,LEO Token LEO,LEO,$9.41,0.0%,0.5%,0.2%,"$3,754,074","$8,692,010,513"
https://assets.coingecko.com/coins/images/877/standard/chainlink-new-logo.png?1696502009,Chainlink LINK,LINK,$12.08,0.4%,5.5%,6.1%,"$507,068,086","$7,707,184,036"
