Image,Name,Ticker,Price,Price Change 1h,Price Change 24h,Price Change 7d,24h Volume,Market Cap
https://assets.coingecko.com/coins/images/1/standard/bitcoin.png?1696501400,Bitcoin BTC,BTC,"$87,973.42",0.2%,0.2%,7.5%,"$30,460,643,401","$1,745,559,390,879"
https://assets.coingecko.com/coins/images/279/standard/ethereum.png?1696501628,Ethereum ETH,ETH,"$2,071.92",0.2%,0.8%,9.5%,"$12,192,526,518","$249,746,128,195"
https://assets.coingecko.com/coins/images/325/standard/Tether.png?1696501661,Tether USDT,USDT,$1.00,0.0%,0.0%,0.0%,"$47,691,740,040","$143,793,520,376"
https://assets.coingecko.com/coins/images/44/standard/xrp-symbol-white-128.png?1696501442,XRP XRP,XRP,$2.46,0.1%,0.4%,9.3%,"$2,364,678,301","$142,859,882,666"
https://assets.coingecko.com/coins/images/825/standard/bnb-icon2_2x.png?1696501970,BNB BNB,BNB,$631.06,0.0%,0.7%,0.6%,"$1,361,922,568","$92,011,481,873"
https://assets.coingecko.com/coins/images/4128/standard/solana.png?1718769756,Solana SOL,SOL,$145.12,0.0%,1.9%,17.0%,"$4,199,955,017","$74,191,631,579"
https://assets.coingecko.com/coins/images/6319/standard/usdc.png?1696506694,USDC USDC,USDC,$0.9999,0.0%,0.0%,0.0%,"$8,802,479,242",
https://assets.coingecko.com/coins/images/5/standard/dogecoin.png?1696501409,Dogecoin DOGE,DOGE,$0.1911,0.6%,2.3%,15.6%,"$1,722,269,703","$28,411,923,876"
https://assets.coingecko.com/coins/images/975/standard/cardano.png?1696502090,Cardano ADA,ADA,$0.748,0.2%,1.2%,8.0%,"$1,134,913,453","$26,912,771,208"
https://assets.coingecko.com/coins/images/1094/standard/tron-logo.png?1696502193,TRON TRX,TRX,$0.2289,0.5%,0.1%,0.4%,"$434,215,604","$21,742,390,435"
https://assets.coingecko.com/coins/images/13442/standard/steth_logo.png?1696513206,Lido Staked Ether STETH,STETH,"$2,070.94",0.2%,0.8%,9.4%,"$8,681,072","$19,343,488,769"
https://assets.coingecko.com/coins/images/7598/standard/wrapped_bitcoin_wbtc.png?1696507857,Wrapped Bitcoin WBTC,WBTC,"$87,877.48",0.2%,0.3%,7.4%,"$233,269,034","$11,329,343,684"
https://assets.coingecko.com/coins/images/877/standard/chainlink-new-logo.png?1696502009,Chainlink LINK,LINK,$15.44,0.2%,1.7%,13.7%,"$386,308,420","$9,850,525,731"
https://assets.coingecko.com/coins/images/12559/standard/Avalanche_Circle_RedWhite_Trans.png?1696512369,Avalanche AVAX,AVAX,$23.13,0.4%,8.2%,25.1%,"$345,949,954","$9,600,562,431"
https://assets.coingecko.com/coins/images/8418/standard/leo-token.png?1696508607,LEO Token LEO,LEO,$9.79,0.1%,0.1%,0.5%,"$3,508,051","$9,033,381,646"
https://assets.coingecko.com/coins/images/100/standard/fmpFRHHQ_400x400.jpg?1735231350,Stellar XLM,XLM,$0.293,0.2%,0.8%,9.0%,"$170,522,914","$9,020,974,293"
https://assets.coingecko.com/coins/images/17980/standard/photo_2024-09-10_17.09.00.jpeg?1725963446,Toncoin TON,TON,$3.58,0.5%,3.6%,1.0%,"$147,265,446","$8,888,955,073"
https://assets.coingecko.com/coins/images/18834/standard/wstETH.png?1696518295,Wrapped stETH WSTETH,WSTETH,"$2,477.00",0.2%,1.2%,9.6%,"$8,741,619","$8,883,065,718"
https://assets.coingecko.com/coins/images/39926/standard/usds.webp?1726666683,USDS USDS,USDS,$0.9997,0.0%,0.1%,0.0%,"$9,477,541","$8,272,171,833"
https://assets.coingecko.com/coins/images/3688/standard/hbar.png?1696504364,Hedera HBAR,HBAR,$0.1958,0.4%,0.4%,6.3%,"$223,758,289","$8,266,675,287"
https://assets.coingecko.com/coins/images/11939/standard/shiba.png?1696511800,Shiba Inu SHIB,SHIB,$0.0000137,0.1%,0.6%,10.7%,"$193,832,837","$8,072,976,275"
https://assets.coingecko.com/coins/images/26375/standard/sui-ocean-square.png?1727791290,Sui SUI,SUI,$2.46,0.1%,0.8%,8.8%,"$786,065,433","$7,785,583,791"
https://static.coingecko.com/s/polkadot-73b0c058cae10a2f076a82dcade5cbe38601fad05d5e6211188f09eb96fa4617.gif,Polkadot DOT,DOT,$4.67,0.0%,0.4%,8.3%,"$171,062,301","$7,107,280,932"
https://assets.coingecko.com/coins/images/2/standard/litecoin.png?1696501400,Litecoin LTC,LTC,$93.62,0.0%,1.0%,6.0%,"$384,618,270","$7,084,045,809"
https://assets.coingecko.com/coins/images/12151/standard/OM_Token.png?1696511991,MANTRA OM,OM,$6.80,0.8%,1.6%,2.2%,"$79,487,857","$6,692,902,524"
