Image,Name,Ticker,Price,Price Change 1h,Price Change 24h,Price Change 7d,24h Volume,Market Cap
https://assets.coingecko.com/coins/images/1/standard/bitcoin.png?1696501400,Bitcoin BTC,BTC,"$85,050.46",0.0%,0.3%,1.9%,"$11,793,044,181","$1,687,665,313,359"
https://assets.coingecko.com/coins/images/279/standard/ethereum.png?1696501628,Ethereum ETH,ETH,"$1,587.39",0.3%,1.9%,0.2%,"$6,418,713,976","$191,469,863,923"
https://assets.coingecko.com/coins/images/325/standard/Tether.png?1696501661,Tether USDT,USDT,$1,0.0%,0.0%,0.0%,"$12,814,923,626","$144,637,307,088"
https://assets.coingecko.com/coins/images/44/standard/xrp-symbol-white-128.png?1696501442,XRP XRP,XRP,$2.08,0.2%,0.5%,1.6%,"$1,410,215,168","$121,158,991,639"
https://assets.coingecko.com/coins/images/825/standard/bnb-icon2_2x.png?1696501970,BNB BNB,BNB,$590.87,0.0%,0.1%,1.4%,"$424,842,401","$86,170,245,486"
https://assets.coingecko.com/coins/images/4128/standard/solana.png?1718769756,Solana SOL,SOL,$137.23,0.3%,1.2%,8.8%,"$3,135,331,662","$70,869,228,273"
https://assets.coingecko.com/coins/images/6319/standard/usdc.png?1696506694,USDC USDC,USDC,$0.9999,0.0%,0.0%,0.0%,"$4,254,216,228","$60,906,342,619"
https://assets.coingecko.com/coins/images/1094/standard/tron-logo.png?1696502193,TRON TRX,TRX,$0.246,0.1%,1.4%,2.6%,"$475,750,059","$23,365,691,683"
https://assets.coingecko.com/coins/images/5/standard/dogecoin.png?1696501409,Dogecoin DOGE,DOGE,$0.1557,0.7%,1.2%,4.1%,"$609,712,230","$23,182,934,231"
https://assets.coingecko.com/coins/images/975/standard/cardano.png?1696502090,Cardano ADA,ADA,$0.6204,0.5%,1.6%,2.7%,"$351,394,749","$22,333,420,518"
https://assets.coingecko.com/coins/images/13442/standard/steth_logo.png?1696513206,Lido Staked Ether STETH,STETH,"$1,585.73",0.3%,1.9%,0.2%,"$20,676,568","$14,708,816,588"
https://assets.coingecko.com/coins/images/7598/standard/wrapped_bitcoin_wbtc.png?1696507857,Wrapped Bitcoin WBTC,WBTC,"$85,029.00",0.1%,0.4%,1.8%,"$78,620,540","$10,948,149,712"
https://assets.coingecko.com/coins/images/8418/standard/leo-token.png?1696508607,LEO Token LEO,LEO,$9.32,0.0%,0.2%,0.7%,"$2,438,220","$8,610,121,798"
https://assets.coingecko.com/coins/images/877/standard/chainlink-new-logo.png?1696502009,Chainlink LINK,LINK,$13.38,1.3%,2.9%,6.3%,"$273,483,513","$8,533,426,143"
https://assets.coingecko.com/coins/images/12559/standard/Avalanche_Circle_RedWhite_Trans.png?1696512369,Avalanche AVAX,AVAX,$19.50,0.7%,3.8%,0.4%,"$174,036,954","$8,105,087,505"
https://assets.coingecko.com/coins/images/17980/standard/photo_2024-09-10_17.09.00.jpeg?1725963446,Toncoin TON,TON,$3.01,0.4%,0.9%,5.5%,"$82,987,818","$7,562,121,056"
https://assets.coingecko.com/coins/images/100/standard/fmpFRHHQ_400x400.jpg?1735231350,Stellar XLM,XLM,$0.2443,0.1%,1.7%,2.2%,"$86,547,088","$7,524,288,798"
https://assets.coingecko.com/coins/images/11939/standard/shiba.png?1696511800,Shiba Inu SHIB,SHIB,$0.0000124,0.7%,0.3%,2.8%,"$104,501,649","$7,299,075,746"
https://assets.coingecko.com/coins/images/39926/standard/usds.webp?1726666683,USDS USDS,USDS,$1,0.0%,0.0%,0.0%,"$7,412,473","$7,207,890,617"
https://assets.coingecko.com/coins/images/3688/standard/hbar.png?1696504364,Hedera HBAR,HBAR,$0.1668,0.6%,0.0%,1.2%,"$90,434,100","$7,043,348,973"
https://assets.coingecko.com/coins/images/26375/standard/sui-ocean-square.png?1727791290,Sui SUI,SUI,$2.11,0.5%,2.3%,5.0%,"$413,449,954","$6,860,186,718"
https://assets.coingecko.com/coins/images/18834/standard/wstETH.png?1696518295,Wrapped stETH WSTETH,WSTETH,"$1,901.79",0.4%,2.1%,0.6%,"$7,968,709","$6,787,717,124"
https://assets.coingecko.com/coins/images/780/standard/bitcoin-cash-circle.png?1696501932,Bitcoin Cash BCH,BCH,$336.19,0.3%,0.2%,1.6%,"$106,032,933","$6,670,049,774"
https://static.coingecko.com/s/polkadot-73b0c058cae10a2f076a82dcade5cbe38601fad05d5e6211188f09eb96fa4617.gif,Polkadot DOT,DOT,$3.91,0.0%,2.0%,5.7%,"$140,243,232","$5,954,399,263"
https://assets.coingecko.com/coins/images/50882/standard/hyperliquid.jpg?1729431300,Hyperliquid HYPE,HYPE,$17.75,0.3%,1.5%,17.2%,"$78,114,129","$5,920,411,363"
https://assets.coingecko.com/coins/images/2/standard/litecoin.png?1696501400,Litecoin LTC,LTC,$77.79,0.1%,2.1%,0.2%,"$225,979,988","$5,889,184,276"
https://assets.coingecko.com/coins/images/35021/standard/USDT.png?1707233575,Binance Bridged USDT (BNB Smart Chain) BSC-USD,BSC-USD,$1.00,0.0%,0.0%,0.0%,"$92,562,000","$5,185,433,210"
https://assets.coingecko.com/coins/images/11610/standard/Bitget_logo.png?1736925727,Bitget Token BGB,BGB,$4.40,0.2%,3.0%,2.7%,"$162,307,861","$5,142,975,414"
https://assets.coingecko.com/coins/images/33613/standard/usde.png?1733810059,Ethena USDe USDE,USDE,$0.9992,0.0%,0.0%,0.0%,"$42,479,084","$4,822,761,307"
https://assets.coingecko.com/coins/images/54342/standard/pi_network.jpg?1739347576,Pi Network PI,PI,$0.6435,0.2%,0.7%,11.2%,"$107,996,887","$4,440,937,108"
https://assets.coingecko.com/coins/images/2518/standard/weth.png?1696503332,WETH WETH,WETH,"$1,585.27",0.4%,2.1%,0.7%,"$42,302,365","$4,411,652,320"
https://assets.coingecko.com/coins/images/27045/standard/wbt_token.png?1696526096,WhiteBIT Coin WBT,WBT,$28.02,0.0%,0.1%,1.0%,"$8,341,125","$4,036,807,579"
https://assets.coingecko.com/coins/images/69/standard/monero_logo.png?1696501460,Monero XMR,XMR,$214.90,0.1%,2.1%,5.3%,"$57,915,767","$3,959,688,890"
https://assets.coingecko.com/coins/images/33033/standard/weETH.png?1701438396,Wrapped eETH WEETH,WEETH,"$1,689.71",0.4%,2.0%,0.3%,"$1,462,408","$3,453,196,582"
https://assets.coingecko.com/coins/images/40143/standard/cbbtc.webp?1726136727,Coinbase Wrapped BTC CBBTC,CBBTC,"$85,077.63",0.1%,0.3%,2.0%,"$95,111,492","$3,352,932,697"
https://assets.coingecko.com/coins/images/29850/standard/pepe-token.jpeg?1696528776,Pepe PEPE,PEPE,$0.057591,0.1%,1.2%,4.4%,"$426,307,880","$3,193,795,181"
https://assets.coingecko.com/coins/images/12504/standard/uniswap-logo.png?1720676669,Uniswap UNI,UNI,$5.28,0.7%,1.2%,1.2%,"$71,703,634","$3,165,509,812"
https://assets.coingecko.com/coins/images/9956/standard/Badge_Dai.png?1696509996,Dai DAI,DAI,$1.00,0.0%,0.0%,0.0%,"$75,689,857","$3,151,842,658"
https://assets.coingecko.com/coins/images/26455/standard/aptos_round.png?1696525528,Aptos APT,APT,$5.05,0.3%,2.1%,4.0%,"$101,120,576","$3,120,477,646"
https://assets.coingecko.com/coins/images/4463/standard/WeChat_Image_20220118095654.png?1696505053,OKB OKB,OKB,$50.36,0.4%,1.3%,5.1%,"$3,496,273","$3,021,648,763"
https://assets.coingecko.com/coins/images/28452/standard/ARUsPeNQ_400x400.jpeg?1696527447,Bittensor TAO,TAO,$321.50,0.0%,11.4%,32.4%,"$258,254,759","$2,764,966,109"
https://assets.coingecko.com/coins/images/8183/standard/200X200.png?1735246724,Gate GT,GT,$22.44,0.0%,0.4%,0.3%,"$3,589,815","$2,759,538,203"
https://assets.coingecko.com/coins/images/10365/standard/near.jpg?1696510367,NEAR Protocol NEAR,NEAR,$2.24,1.1%,2.3%,5.3%,"$117,717,526","$2,701,546,070"
https://assets.coingecko.com/coins/images/4984/standard/TKX_-_Logo_-_RGB-15.png?1696505519,Tokenize Xchange TKX,TKX,$33.09,0.1%,1.3%,1.4%,"$20,389,778","$2,643,788,449"
https://assets.coingecko.com/coins/images/26580/standard/ONDO.png?1696525656,Ondo ONDO,ONDO,$0.8366,0.6%,2.1%,2.2%,"$74,855,923","$2,641,560,915"
https://assets.coingecko.com/coins/images/52721/standard/sUSDS_Coin.png?1734086971,sUSDS SUSDS,SUSDS,$1.05,0.1%,0.0%,0.0%,"$1,538,659","$2,523,916,130"
https://assets.coingecko.com/coins/images/36291/standard/blackrock.png?1711013223,BlackRock USD Institutional Digital Liquidity Fund BUIDL,BUIDL,$1,0.0%,0.0%,0.0%,"$2,471,081,667",
https://assets.coingecko.com/coins/images/453/standard/ethereum-classic-logo.png?1696501717,Ethereum Classic ETC,ETC,$16.04,0.3%,0.3%,5.0%,"$49,127,230","$2,429,118,346"
https://assets.coingecko.com/coins/images/14495/standard/Internet_Computer_logo.png?1696514180,Internet Computer ICP,ICP,$4.87,0.3%,1.2%,2.8%,"$52,601,842","$2,367,648,277"
