Image,Name,Ticker,Price,Price Change 1h,Price Change 24h,Price Change 7d,24h Volume,Market Cap
https://assets.coingecko.com/coins/images/1/standard/bitcoin.png?1696501400,Bitcoin BTC,BTC,"$96,539.23",0.3%,2.2%,4.1%,"$29,609,588,845","$1,917,407,348,623"
https://assets.coingecko.com/coins/images/279/standard/ethereum.png?1696501628,Ethereum ETH,ETH,"$1,848.91",0.1%,4.5%,5.3%,"$14,601,629,735","$223,247,910,466"
https://assets.coingecko.com/coins/images/325/standard/Tether.png?1696501661,Tether USDT,USDT,$1.00,0.0%,0.0%,0.0%,"$31,522,311,528","$148,703,561,980"
https://assets.coingecko.com/coins/images/44/standard/xrp-symbol-white-128.png?1696501442,XRP XRP,XRP,$2.24,0.2%,3.0%,3.3%,"$2,719,050,644","$130,957,675,283"
https://assets.coingecko.com/coins/images/825/standard/bnb-icon2_2x.png?1696501970,BNB BNB,BNB,$604.58,0.2%,1.2%,1.2%,"$609,790,355","$88,214,202,783"
https://assets.coingecko.com/coins/images/4128/standard/solana.png?1718769756,Solana SOL,SOL,$152.21,0.3%,6.6%,2.5%,"$3,634,127,819","$78,841,247,170"
https://assets.coingecko.com/coins/images/6319/standard/usdc.png?1696506694,USDC USDC,USDC,$0.9999,0.0%,0.0%,0.0%,"$7,600,397,544","$61,489,789,401"
https://assets.coingecko.com/coins/images/5/standard/dogecoin.png?1696501409,Dogecoin DOGE,DOGE,$0.1789,0.1%,4.3%,2.7%,"$1,008,718,225","$26,665,499,432"
https://assets.coingecko.com/coins/images/975/standard/cardano.png?1696502090,Cardano ADA,ADA,$0.7045,0.2%,3.6%,1.6%,"$641,653,809","$25,399,113,072"
https://assets.coingecko.com/coins/images/1094/standard/tron-logo.png?1696502193,TRON TRX,TRX,$0.2491,0.1%,1.6%,1.7%,"$485,083,528","$23,647,636,254"
https://assets.coingecko.com/coins/images/13442/standard/steth_logo.png?1696513206,Lido Staked Ether STETH,STETH,"$1,846.97",0.1%,4.5%,5.3%,"$12,697,358","$16,988,366,115"
https://assets.coingecko.com/coins/images/26375/standard/sui-ocean-square.png?1727791290,Sui SUI,SUI,$3.73,1.0%,10.4%,23.0%,"$1,782,018,154","$12,469,549,272"
https://assets.coingecko.com/coins/images/7598/standard/wrapped_bitcoin_wbtc.png?1696507857,Wrapped Bitcoin WBTC,WBTC,"$96,517.15",0.4%,2.3%,4.2%,"$265,535,308","$12,429,780,988"
https://assets.coingecko.com/coins/images/877/standard/chainlink-new-logo.png?1696502009,Chainlink LINK,LINK,$14.94,0.0%,5.4%,3.2%,"$343,979,292","$9,818,147,397"
https://assets.coingecko.com/coins/images/12559/standard/Avalanche_Circle_RedWhite_Trans.png?1696512369,Avalanche AVAX,AVAX,$21.44,0.1%,2.3%,2.9%,"$322,808,853","$8,937,813,497"
https://assets.coingecko.com/coins/images/100/standard/fmpFRHHQ_400x400.jpg?1735231350,Stellar XLM,XLM,$0.2794,0.4%,2.7%,3.9%,"$170,280,088","$8,631,509,782"
https://assets.coingecko.com/coins/images/8418/standard/leo-token.png?1696508607,LEO Token LEO,LEO,$8.95,0.1%,1.2%,3.0%,"$3,159,417","$8,265,926,779"
