Image,Name,Ticker,Price,Price Change 1h,Price Change 24h,Price Change 7d,24h Volume,Market Cap
https://assets.coingecko.com/coins/images/1/standard/bitcoin.png?1696501400,Bitcoin BTC,BTC,"$94,445.85",0.3%,0.8%,10.9%,"$34,393,827,267","$1,875,937,051,362"
https://assets.coingecko.com/coins/images/279/standard/ethereum.png?1696501628,Ethereum ETH,ETH,"$1,812.27",0.4%,2.0%,13.2%,"$16,240,761,170","$218,890,003,001"
https://assets.coingecko.com/coins/images/325/standard/Tether.png?1696501661,Tether USDT,USDT,$1.00,0.0%,0.0%,0.0%,"$29,255,349,778","$146,075,158,457"
https://assets.coingecko.com/coins/images/44/standard/xrp-symbol-white-128.png?1696501442,XRP XRP,XRP,$2.22,0.8%,0.9%,6.1%,"$3,269,923,679","$129,491,304,109"
https://assets.coingecko.com/coins/images/825/standard/bnb-icon2_2x.png?1696501970,BNB BNB,BNB,$603.31,0.0%,1.1%,1.8%,"$841,350,516","$88,023,186,035"
https://assets.coingecko.com/coins/images/4128/standard/solana.png?1718769756,Solana SOL,SOL,$151.17,0.5%,2.1%,9.0%,"$4,454,011,496","$78,252,216,294"
https://assets.coingecko.com/coins/images/6319/standard/usdc.png?1696506694,USDC USDC,USDC,$1,0.0%,0.0%,0.0%,"$12,383,131,487","$62,354,468,022"
https://assets.coingecko.com/coins/images/5/standard/dogecoin.png?1696501409,Dogecoin DOGE,DOGE,$0.1848,1.1%,1.2%,16.2%,"$2,114,400,410","$27,563,441,529"
https://assets.coingecko.com/coins/images/975/standard/cardano.png?1696502090,Cardano ADA,ADA,$0.7265,0.4%,0.8%,15.2%,"$953,786,259","$26,192,057,020"
https://assets.coingecko.com/coins/images/1094/standard/tron-logo.png?1696502193,TRON TRX,TRX,$0.246,0.1%,1.0%,1.7%,"$612,697,898","$23,357,154,483"
https://assets.coingecko.com/coins/images/13442/standard/steth_logo.png?1696513206,Lido Staked Ether STETH,STETH,"$1,808.91",0.3%,2.0%,13.1%,"$33,790,531","$16,732,564,165"
https://assets.coingecko.com/coins/images/7598/standard/wrapped_bitcoin_wbtc.png?1696507857,Wrapped Bitcoin WBTC,WBTC,"$94,436.25",0.2%,0.8%,11.2%,"$206,842,063","$12,171,700,581"
https://assets.coingecko.com/coins/images/26375/standard/sui-ocean-square.png?1727791290,Sui SUI,SUI,$3.53,1.0%,3.5%,63.7%,"$2,798,919,651","$11,445,171,555"
https://assets.coingecko.com/coins/images/877/standard/chainlink-new-logo.png?1696502009,Chainlink LINK,LINK,$15.08,0.5%,0.3%,17.3%,"$468,256,750","$9,914,463,737"
https://assets.coingecko.com/coins/images/12559/standard/Avalanche_Circle_RedWhite_Trans.png?1696512369,Avalanche AVAX,AVAX,$22.56,0.0%,0.7%,15.9%,"$374,172,728","$9,395,047,008"
https://assets.coingecko.com/coins/images/100/standard/fmpFRHHQ_400x400.jpg?1735231350,Stellar XLM,XLM,$0.2926,0.9%,3.0%,18.7%,"$244,590,289","$9,036,832,225"
https://assets.coingecko.com/coins/images/11939/standard/shiba.png?1696511800,Shiba Inu SHIB,SHIB,$0.00001454,1.3%,3.0%,19.0%,"$327,278,196","$8,568,374,488"
https://assets.coingecko.com/coins/images/8418/standard/leo-token.png?1696508607,LEO Token LEO,LEO,$9.06,0.1%,2.0%,3.2%,"$5,678,065","$8,363,692,573"
https://assets.coingecko.com/coins/images/3688/standard/hbar.png?1696504364,Hedera HBAR,HBAR,$0.1948,1.2%,0.1%,17.1%,"$299,131,405","$8,231,626,370"
https://assets.coingecko.com/coins/images/17980/standard/photo_2024-09-10_17.09.00.jpeg?1725963446,Toncoin TON,TON,$3.24,0.2%,0.2%,8.0%,"$161,234,029","$8,134,314,519"
https://assets.coingecko.com/coins/images/18834/standard/wstETH.png?1696518295,Wrapped stETH WSTETH,WSTETH,"$2,190.41",1.1%,2.8%,14.1%,"$17,644,094",
https://assets.coingecko.com/coins/images/39926/standard/usds.webp?1726666683,USDS USDS,USDS,$0.9998,0.0%,0.0%,0.0%,"$11,123,706","$7,563,656,746"
https://assets.coingecko.com/coins/images/780/standard/bitcoin-cash-circle.png?1696501932,Bitcoin Cash BCH,BCH,$365.75,1.2%,0.4%,8.0%,"$332,775,148","$7,276,398,608"
https://assets.coingecko.com/coins/images/2/standard/litecoin.png?1696501400,Litecoin LTC,LTC,$87.07,0.5%,2.4%,14.2%,"$379,193,115","$6,604,563,617"
https://static.coingecko.com/s/polkadot-73b0c058cae10a2f076a82dcade5cbe38601fad05d5e6211188f09eb96fa4617.gif,Polkadot DOT,DOT,$4.29,0.7%,0.9%,15.0%,"$193,731,128","$6,532,364,870"
https://assets.coingecko.com/coins/images/50882/standard/hyperliquid.jpg?1729431300,Hyperliquid HYPE,HYPE,$18.17,0.3%,3.9%,0.1%,"$90,511,225","$6,071,680,635"
https://assets.coingecko.com/coins/images/11610/standard/Bitget_logo.png?1736925727,Bitget Token BGB,BGB,$4.44,0.5%,0.5%,0.3%,"$122,812,155","$5,199,730,619"
https://assets.coingecko.com/coins/images/35021/standard/USDT.png?1707233575,Binance Bridged USDT (BNB Smart Chain) BSC-USD,BSC-USD,$1.00,0.0%,0.1%,0.1%,"$199,350,479","$5,190,869,781"
