Image,Name,Ticker,Price,Price Change 1h,Price Change 24h,Price Change 7d,24h Volume,Market Cap
https://assets.coingecko.com/coins/images/1/standard/bitcoin.png?1696501400,Bitcoin BTC,BTC,"$82,385.08",0.2%,2.0%,1.9%,"$19,630,243,822","$1,634,823,573,209"
https://assets.coingecko.com/coins/images/279/standard/ethereum.png?1696501628,Ethereum ETH,ETH,"$1,836.64",0.6%,2.0%,7.4%,"$11,793,950,983","$221,514,243,643"
https://assets.coingecko.com/coins/images/325/standard/Tether.png?1696501661,Tether USDT,USDT,$0.9996,0.0%,0.0%,0.0%,"$21,756,003,662","$144,125,239,912"
https://assets.coingecko.com/coins/images/44/standard/xrp-symbol-white-128.png?1696501442,XRP XRP,XRP,$2.11,0.3%,3.3%,10.9%,"$3,472,166,109","$122,926,810,877"
https://assets.coingecko.com/coins/images/825/standard/bnb-icon2_2x.png?1696501970,BNB BNB,BNB,$604.55,0.1%,3.3%,3.2%,"$779,395,595","$88,248,191,922"
https://assets.coingecko.com/coins/images/4128/standard/solana.png?1718769756,Solana SOL,SOL,$126.14,0.1%,2.8%,2.1%,"$2,650,730,783","$64,585,752,415"
https://assets.coingecko.com/coins/images/6319/standard/usdc.png?1696506694,USDC USDC,USDC,$1,0.0%,0.0%,0.0%,"$6,026,171,120",
https://assets.coingecko.com/coins/images/5/standard/dogecoin.png?1696501409,Dogecoin DOGE,DOGE,$0.1702,0.5%,5.2%,1.7%,"$1,145,741,038","$25,285,199,507"
https://assets.coingecko.com/coins/images/975/standard/cardano.png?1696502090,Cardano ADA,ADA,$0.6712,0.0%,3.8%,4.2%,"$623,256,173","$24,143,791,594"
https://assets.coingecko.com/coins/images/1094/standard/tron-logo.png?1696502193,TRON TRX,TRX,$0.2344,0.0%,1.1%,0.3%,"$536,651,851","$22,267,185,110"
https://assets.coingecko.com/coins/images/13442/standard/steth_logo.png?1696513206,Lido Staked Ether STETH,STETH,"$1,836.48",0.5%,2.2%,7.4%,"$10,728,590","$17,195,517,830"
https://assets.coingecko.com/coins/images/7598/standard/wrapped_bitcoin_wbtc.png?1696507857,Wrapped Bitcoin WBTC,WBTC,"$82,320.99",0.1%,2.0%,1.9%,"$165,212,400","$10,611,998,410"
https://assets.coingecko.com/coins/images/17980/standard/photo_2024-09-10_17.09.00.jpeg?1725963446,Toncoin TON,TON,$3.70,0.1%,5.3%,2.5%,"$235,403,389","$9,180,942,544"
https://assets.coingecko.com/coins/images/8418/standard/leo-token.png?1696508607,LEO Token LEO,LEO,$9.64,0.4%,0.5%,1.2%,"$3,282,494","$8,906,306,367"
https://assets.coingecko.com/coins/images/877/standard/chainlink-new-logo.png?1696502009,Chainlink LINK,LINK,$13.64,0.4%,3.8%,3.6%,"$315,962,630","$8,700,698,268"
https://assets.coingecko.com/coins/images/12559/standard/Avalanche_Circle_RedWhite_Trans.png?1696512369,Avalanche AVAX,AVAX,$20.02,0.1%,0.0%,3.7%,"$238,232,344","$8,301,000,954"
https://assets.coingecko.com/coins/images/100/standard/fmpFRHHQ_400x400.jpg?1735231350,Stellar XLM,XLM,$0.2667,0.5%,2.3%,2.9%,"$142,682,332","$8,210,876,293"
https://assets.coingecko.com/coins/images/18834/standard/wstETH.png?1696518295,Wrapped stETH WSTETH,WSTETH,"$2,201.15",0.5%,2.0%,7.3%,"$18,364,705","$7,905,579,830"
https://assets.coingecko.com/coins/images/39926/standard/usds.webp?1726666683,USDS USDS,USDS,$0.9995,0.1%,0.1%,0.1%,"$14,193,951",
https://assets.coingecko.com/coins/images/11939/standard/shiba.png?1696511800,Shiba Inu SHIB,SHIB,$0.00001275,0.3%,3.4%,0.2%,"$169,055,814","$7,509,164,089"
