Image,Name,Ticker,Price,Price Change 1h,Price Change 24h,Price Change 7d,24h Volume,Market Cap
https://assets.coingecko.com/coins/images/1/standard/bitcoin.png?1696501400,Bitcoin BTC,BTC,"$85,437.23",0.5%,1.7%,3.3%,"$12,016,948,534","$1,695,158,180,970"
https://assets.coingecko.com/coins/images/279/standard/ethereum.png?1696501628,Ethereum ETH,ETH,"$1,991.62",0.0%,0.3%,5.4%,"$7,829,316,473","$240,267,428,128"
https://assets.coingecko.com/coins/images/325/standard/Tether.png?1696501661,Tether USDT,USDT,$0.9999,0.0%,0.0%,0.0%,"$27,645,827,642","$143,479,442,401"
https://assets.coingecko.com/coins/images/44/standard/xrp-symbol-white-128.png?1696501442,XRP XRP,XRP,$2.42,0.9%,1.9%,5.0%,"$1,996,523,198","$140,530,587,122"
https://assets.coingecko.com/coins/images/825/standard/bnb-icon2_2x.png?1696501970,BNB BNB,BNB,$622.48,0.1%,0.6%,3.3%,"$557,703,052","$90,845,363,941"
https://assets.coingecko.com/coins/images/4128/standard/solana.png?1718769756,Solana SOL,SOL,$131.41,0.6%,2.2%,3.9%,"$1,851,182,014","$67,067,513,691"
https://assets.coingecko.com/coins/images/6319/standard/usdc.png?1696506694,USDC USDC,USDC,$0.9998,0.0%,0.0%,0.0%,"$2,575,017,803",
https://assets.coingecko.com/coins/images/5/standard/dogecoin.png?1696501409,Dogecoin DOGE,DOGE,$0.1717,0.6%,2.2%,1.8%,"$569,869,876","$25,494,673,398"
https://assets.coingecko.com/coins/images/975/standard/cardano.png?1696502090,Cardano ADA,ADA,$0.7043,0.4%,0.2%,0.5%,"$560,806,597","$25,332,478,528"
https://assets.coingecko.com/coins/images/1094/standard/tron-logo.png?1696502193,TRON TRX,TRX,$0.2298,0.3%,3.3%,7.9%,"$590,377,262","$21,828,935,449"
https://assets.coingecko.com/coins/images/13442/standard/steth_logo.png?1696513206,Lido Staked Ether STETH,STETH,"$1,992.24",0.0%,0.2%,5.7%,"$15,667,793","$18,574,355,643"
https://assets.coingecko.com/coins/images/7598/standard/wrapped_bitcoin_wbtc.png?1696507857,Wrapped Bitcoin WBTC,WBTC,"$85,348.90",0.5%,1.7%,3.5%,"$86,374,455","$11,006,686,566"
https://assets.coingecko.com/coins/images/877/standard/chainlink-new-logo.png?1696502009,Chainlink LINK,LINK,$14.38,0.8%,0.4%,7.2%,"$259,237,117","$9,175,362,715"
https://assets.coingecko.com/coins/images/17980/standard/photo_2024-09-10_17.09.00.jpeg?1725963446,Toncoin TON,TON,$3.65,0.2%,1.0%,6.1%,"$127,483,732","$9,051,568,582"
https://assets.coingecko.com/coins/images/8418/standard/leo-token.png?1696508607,LEO Token LEO,LEO,$9.76,0.1%,0.2%,2.1%,"$2,413,853","$9,018,235,068"
https://assets.coingecko.com/coins/images/100/standard/fmpFRHHQ_400x400.jpg?1735231350,Stellar XLM,XLM,$0.2817,0.3%,2.2%,6.3%,"$156,499,532","$8,663,912,441"
https://assets.coingecko.com/coins/images/18834/standard/wstETH.png?1696518295,Wrapped stETH WSTETH,WSTETH,"$2,387.27",0.0%,0.3%,5.6%,"$13,970,631",
https://assets.coingecko.com/coins/images/12559/standard/Avalanche_Circle_RedWhite_Trans.png?1696512369,Avalanche AVAX,AVAX,$19.55,0.7%,0.0%,6.5%,"$152,237,872","$8,104,776,841"
https://assets.coingecko.com/coins/images/39926/standard/usds.webp?1726666683,USDS USDS,USDS,$1.00,0.0%,0.1%,0.0%,"$7,011,908","$8,042,085,799"
https://assets.coingecko.com/coins/images/3688/standard/hbar.png?1696504364,Hedera HBAR,HBAR,$0.1846,0.3%,1.1%,0.7%,"$159,738,621","$7,802,574,660"
https://assets.coingecko.com/coins/images/11939/standard/shiba.png?1696511800,Shiba Inu SHIB,SHIB,$0.0000129,0.4%,0.4%,1.7%,"$107,117,082","$7,602,057,639"
https://assets.coingecko.com/coins/images/26375/standard/sui-ocean-square.png?1727791290,Sui SUI,SUI,$2.27,0.8%,0.3%,1.9%,"$481,873,958","$7,191,876,740"
https://assets.coingecko.com/coins/images/2/standard/litecoin.png?1696501400,Litecoin LTC,LTC,$91.12,0.3%,0.5%,0.5%,"$250,282,755","$6,895,478,328"
https://static.coingecko.com/s/polkadot-73b0c058cae10a2f076a82dcade5cbe38601fad05d5e6211188f09eb96fa4617.gif,Polkadot DOT,DOT,$4.48,0.2%,0.3%,3.9%,"$134,135,753","$6,830,183,612"
https://assets.coingecko.com/coins/images/54342/standard/pi_network.jpg?1739347576,Pi Network PI,PI,$0.9638,0.2%,3.3%,31.1%,"$194,947,042","$6,527,597,855"
https://assets.coingecko.com/coins/images/780/standard/bitcoin-cash-circle.png?1696501932,Bitcoin Cash BCH,BCH,$324.64,0.4%,0.6%,2.9%,"$134,283,717","$6,447,434,192"
https://assets.coingecko.com/coins/images/12151/standard/OM_Token.png?1696511991,MANTRA OM,OM,$6.41,0.1%,1.5%,5.8%,"$105,626,549","$6,312,007,902"
https://assets.coingecko.com/coins/images/11610/standard/Bitget_logo.png?1736925727,Bitget Token BGB,BGB,$4.91,0.4%,4.6%,12.5%,"$64,896,791","$5,893,947,458"
https://assets.coingecko.com/coins/images/2518/standard/weth.png?1696503332,WETH WETH,WETH,"$1,992.62",0.1%,0.4%,5.5%,"$346,018,084","$5,617,253,488"
https://assets.coingecko.com/coins/images/33613/standard/usde.png?1733810059,Ethena USDe USDE,USDE,$0.9995,0.0%,0.0%,0.0%,"$46,445,743","$5,387,851,533"
https://assets.coingecko.com/coins/images/50882/standard/hyperliquid.jpg?1729431300,Hyperliquid HYPE,HYPE,$16.04,0.8%,2.3%,21.3%,"$58,335,227","$5,356,039,411"
