Image,Name,Ticker,Price,Price Change 1h,Price Change 24h,Price Change 7d,24h Volume,Market Cap
https://assets.coingecko.com/coins/images/1/standard/bitcoin.png?1696501400,Bitcoin BTC,BTC,"$94,451.45",0.3%,0.3%,0.2%,"$21,105,487,728","$1,875,860,865,700"
https://assets.coingecko.com/coins/images/279/standard/ethereum.png?1696501628,Ethereum ETH,ETH,"$1,805.76",0.4%,0.5%,0.6%,"$9,023,481,546","$217,948,596,788"
https://assets.coingecko.com/coins/images/325/standard/Tether.png?1696501661,Tether USDT,USDT,$0.9998,0.0%,0.0%,0.0%,"$35,760,748,432","$149,331,468,901"
https://assets.coingecko.com/coins/images/44/standard/xrp-symbol-white-128.png?1696501442,XRP XRP,XRP,$2.12,0.7%,1.6%,7.3%,"$2,159,579,393","$123,804,823,977"
https://assets.coingecko.com/coins/images/825/standard/bnb-icon2_2x.png?1696501970,BNB BNB,BNB,$599.23,0.3%,1.8%,0.9%,"$688,150,396","$87,407,958,680"
https://assets.coingecko.com/coins/images/4128/standard/solana.png?1718769756,Solana SOL,SOL,$144.69,0.4%,0.2%,2.0%,"$2,566,222,585","$74,961,935,329"
https://assets.coingecko.com/coins/images/6319/standard/usdc.png?1696506694,USDC USDC,USDC,$1,0.0%,0.0%,0.0%,"$4,105,213,079","$61,781,895,338"
https://assets.coingecko.com/coins/images/5/standard/dogecoin.png?1696501409,Dogecoin DOGE,DOGE,$0.1694,0.9%,0.8%,4.8%,"$675,227,381","$25,222,280,269"
https://assets.coingecko.com/coins/images/975/standard/cardano.png?1696502090,Cardano ADA,ADA,$0.661,0.7%,2.1%,5.6%,"$628,754,962","$23,812,402,398"
https://assets.coingecko.com/coins/images/1094/standard/tron-logo.png?1696502193,TRON TRX,TRX,$0.2476,0.1%,0.6%,0.2%,"$525,791,012","$23,507,495,594"
https://assets.coingecko.com/coins/images/13442/standard/steth_logo.png?1696513206,Lido Staked Ether STETH,STETH,"$1,801.79",0.3%,0.3%,0.5%,"$10,578,316","$16,536,791,064"
https://assets.coingecko.com/coins/images/7598/standard/wrapped_bitcoin_wbtc.png?1696507857,Wrapped Bitcoin WBTC,WBTC,"$94,490.77",0.4%,0.3%,0.0%,"$176,701,740","$12,153,649,251"
https://assets.coingecko.com/coins/images/26375/standard/sui-ocean-square.png?1727791290,Sui SUI,SUI,$3.34,0.8%,1.1%,6.1%,"$1,682,647,115","$11,132,815,307"
https://assets.coingecko.com/coins/images/877/standard/chainlink-new-logo.png?1696502009,Chainlink LINK,LINK,$13.56,0.7%,2.5%,9.5%,"$296,322,965","$8,905,929,350"
https://assets.coingecko.com/coins/images/12559/standard/Avalanche_Circle_RedWhite_Trans.png?1696512369,Avalanche AVAX,AVAX,$19.71,1.0%,1.6%,9.4%,"$227,505,975","$8,230,860,526"
https://assets.coingecko.com/coins/images/8418/standard/leo-token.png?1696508607,LEO Token LEO,LEO,$8.66,0.0%,4.5%,3.7%,"$3,015,647","$7,997,468,234"
https://assets.coingecko.com/coins/images/100/standard/fmpFRHHQ_400x400.jpg?1735231350,Stellar XLM,XLM,$0.2576,0.7%,3.1%,8.4%,"$173,798,597","$7,973,711,796"
https://assets.coingecko.com/coins/images/18834/standard/wstETH.png?1696518295,Wrapped stETH WSTETH,WSTETH,"$2,162.24",0.2%,0.3%,0.4%,"$19,449,970",
https://assets.coingecko.com/coins/images/39926/standard/usds.webp?1726666683,USDS USDS,USDS,$1,0.0%,0.0%,0.0%,"$12,462,392",
https://assets.coingecko.com/coins/images/17980/standard/photo_2024-09-10_17.09.00.jpeg?1725963446,Toncoin TON,TON,$3.00,0.8%,0.7%,8.2%,"$114,096,245","$7,471,517,882"
https://assets.coingecko.com/coins/images/11939/standard/shiba.png?1696511800,Shiba Inu SHIB,SHIB,$0.00001266,1.0%,1.5%,8.1%,"$129,010,037","$7,457,027,345"
https://assets.coingecko.com/coins/images/3688/standard/hbar.png?1696504364,Hedera HBAR,HBAR,$0.174,1.0%,0.8%,8.0%,"$134,872,062","$7,340,337,088"
https://assets.coingecko.com/coins/images/780/standard/bitcoin-cash-circle.png?1696501932,Bitcoin Cash BCH,BCH,$354.51,0.7%,0.4%,2.9%,"$116,648,801","$7,040,874,139"
https://assets.coingecko.com/coins/images/50882/standard/hyperliquid.jpg?1729431300,Hyperliquid HYPE,HYPE,$20.17,0.8%,1.0%,9.5%,"$89,857,458","$6,735,222,744"
https://assets.coingecko.com/coins/images/2/standard/litecoin.png?1696501400,Litecoin LTC,LTC,$82.66,0.6%,4.3%,4.0%,"$492,150,245","$6,261,258,289"
https://static.coingecko.com/s/polkadot-73b0c058cae10a2f076a82dcade5cbe38601fad05d5e6211188f09eb96fa4617.gif,Polkadot DOT,DOT,$3.91,0.9%,1.8%,8.3%,"$142,531,464","$5,957,019,993"
https://assets.coingecko.com/coins/images/35021/standard/USDT.png?1707233575,Binance Bridged USDT (BNB Smart Chain) BSC-USD,BSC-USD,$0.9996,0.0%,0.0%,0.0%,"$176,732,271","$5,183,262,330"
https://assets.coingecko.com/coins/images/69/standard/monero_logo.png?1696501460,Monero XMR,XMR,$281.14,2.1%,0.4%,4.5%,"$125,376,601","$5,173,346,746"
https://assets.coingecko.com/coins/images/2518/standard/weth.png?1696503332,WETH WETH,WETH,"$1,806.01",0.5%,0.5%,0.6%,"$41,357,257",
https://assets.coingecko.com/coins/images/11610/standard/Bitget_logo.png?1736925727,Bitget Token BGB,BGB,$4.30,0.0%,0.1%,2.9%,"$68,662,432","$5,028,897,045"
https://assets.coingecko.com/coins/images/33613/standard/usde.png?1733810059,Ethena USDe USDE,USDE,$1.00,0.0%,0.0%,0.1%,"$98,400,446","$4,696,117,902"
https://assets.coingecko.com/coins/images/54342/standard/pi_network.jpg?1739347576,Pi Network PI,PI,$0.5884,0.4%,0.1%,3.2%,"$47,327,101","$4,144,145,738"
https://assets.coingecko.com/coins/images/40143/standard/cbbtc.webp?1726136727,Coinbase Wrapped BTC CBBTC,CBBTC,"$94,490.98",0.4%,0.4%,0.1%,"$152,209,649","$4,121,421,822"
https://assets.coingecko.com/coins/images/27045/standard/wbt_token.png?1696526096,WhiteBIT Coin WBT,WBT,$28.51,0.1%,0.2%,2.8%,"$15,014,492","$4,108,572,396"
https://assets.coingecko.com/coins/images/33033/standard/weETH.png?1701438396,Wrapped eETH WEETH,WEETH,"$1,921.27",0.3%,0.4%,0.3%,"$9,728,048","$4,073,318,044"
https://assets.coingecko.com/coins/images/29850/standard/pepe-token.jpeg?1696528776,Pepe PEPE,PEPE,$0.057886,1.2%,4.4%,10.9%,"$527,103,404","$3,313,577,295"
https://assets.coingecko.com/coins/images/9956/standard/Badge_Dai.png?1696509996,Dai DAI,DAI,$0.9997,0.0%,0.0%,0.0%,"$84,211,404","$3,256,603,257"
https://assets.coingecko.com/coins/images/28452/standard/ARUsPeNQ_400x400.jpeg?1696527447,Bittensor TAO,TAO,$368.10,0.2%,4.4%,3.5%,"$135,215,439","$3,218,744,668"
https://assets.coingecko.com/coins/images/26455/standard/aptos_round.png?1696525528,Aptos APT,APT,$4.93,1.0%,4.7%,11.5%,"$109,066,946","$3,056,781,464"
https://assets.coingecko.com/coins/images/4463/standard/WeChat_Image_20220118095654.png?1696505053,OKB OKB,OKB,$50.69,0.0%,0.8%,2.6%,"$3,933,700","$3,041,598,381"
https://assets.coingecko.com/coins/images/12504/standard/uniswap-logo.png?1720676669,Uniswap UNI,UNI,$4.95,0.9%,1.7%,8.4%,"$109,566,684","$2,970,362,454"
https://assets.coingecko.com/coins/images/36291/standard/blackrock.png?1711013223,BlackRock USD Institutional Digital Liquidity Fund BUIDL,BUIDL,$1.00,0.0%,0.0%,0.0%,"$2,879,658,307",
https://assets.coingecko.com/coins/images/52721/standard/sUSDS_Coin.png?1734086971,sUSDS SUSDS,SUSDS,$1.05,0.0%,0.0%,0.1%,"$31,558,982",
https://assets.coingecko.com/coins/images/10365/standard/near.jpg?1696510367,NEAR Protocol NEAR,NEAR,$2.33,1.0%,0.8%,8.7%,"$117,743,857","$2,818,352,714"
