Image,Name,Ticker,Price,Price Change 1h,Price Change 24h,Price Change 7d,24h Volume,Market Cap
https://assets.coingecko.com/coins/images/1/standard/bitcoin.png?1696501400,Bitcoin BTC,BTC,"$85,456.92",0.0%,1.2%,0.7%,"$11,124,558,708","$1,696,180,445,425"
https://assets.coingecko.com/coins/images/279/standard/ethereum.png?1696501628,Ethereum ETH,ETH,"$1,607.44",0.2%,1.4%,2.9%,"$5,167,588,260","$193,944,325,417"
https://assets.coingecko.com/coins/images/325/standard/Tether.png?1696501661,Tether USDT,USDT,$0.9999,0.0%,0.0%,0.0%,"$22,168,988,671","$144,627,037,857"
https://assets.coingecko.com/coins/images/44/standard/xrp-symbol-white-128.png?1696501442,XRP XRP,XRP,$2.08,0.1%,1.0%,3.3%,"$1,306,369,078","$121,661,369,519"
https://assets.coingecko.com/coins/images/825/standard/bnb-icon2_2x.png?1696501970,BNB BNB,BNB,$590.14,0.2%,0.6%,1.5%,"$402,659,315","$86,051,018,736"
https://assets.coingecko.com/coins/images/4128/standard/solana.png?1718769756,Solana SOL,SOL,$139.80,0.2%,5.3%,7.0%,"$2,541,995,105","$72,156,285,882"
https://assets.coingecko.com/coins/images/6319/standard/usdc.png?1696506694,USDC USDC,USDC,$0.9999,0.0%,0.0%,0.0%,"$2,365,370,417","$60,898,357,117"
https://assets.coingecko.com/coins/images/5/standard/dogecoin.png?1696501409,Dogecoin DOGE,DOGE,$0.1583,0.0%,1.5%,4.6%,"$486,657,963","$23,560,606,398"
https://assets.coingecko.com/coins/images/1094/standard/tron-logo.png?1696502193,TRON TRX,TRX,$0.2423,0.3%,0.3%,2.9%,"$469,127,744",
https://assets.coingecko.com/coins/images/975/standard/cardano.png?1696502090,Cardano ADA,ADA,$0.6247,0.2%,1.5%,5.6%,"$375,735,441","$22,489,058,375"
https://assets.coingecko.com/coins/images/13442/standard/steth_logo.png?1696513206,Lido Staked Ether STETH,STETH,"$1,605.66",0.1%,1.4%,2.9%,"$23,293,649","$14,894,621,963"
https://assets.coingecko.com/coins/images/7598/standard/wrapped_bitcoin_wbtc.png?1696507857,Wrapped Bitcoin WBTC,WBTC,"$85,319.71",0.2%,1.0%,0.4%,"$95,654,414","$10,983,681,210"
https://assets.coingecko.com/coins/images/8418/standard/leo-token.png?1696508607,LEO Token LEO,LEO,$9.30,0.0%,2.9%,0.7%,"$2,372,566","$8,598,238,191"
https://assets.coingecko.com/coins/images/12559/standard/Avalanche_Circle_RedWhite_Trans.png?1696512369,Avalanche AVAX,AVAX,$19.76,0.6%,4.5%,0.7%,"$138,608,032","$8,215,264,498"
https://assets.coingecko.com/coins/images/877/standard/chainlink-new-logo.png?1696502009,Chainlink LINK,LINK,$12.80,0.4%,2.4%,3.2%,"$160,898,346","$8,164,252,639"
https://assets.coingecko.com/coins/images/100/standard/fmpFRHHQ_400x400.jpg?1735231350,Stellar XLM,XLM,$0.2455,0.1%,1.6%,0.8%,"$79,011,884","$7,563,620,627"
https://assets.coingecko.com/coins/images/17980/standard/photo_2024-09-10_17.09.00.jpeg?1725963446,Toncoin TON,TON,$2.98,0.1%,0.7%,0.4%,"$81,575,474","$7,475,279,058"
https://assets.coingecko.com/coins/images/39926/standard/usds.webp?1726666683,USDS USDS,USDS,$0.9998,0.0%,0.0%,0.0%,"$10,058,063","$7,196,173,575"
https://assets.coingecko.com/coins/images/11939/standard/shiba.png?1696511800,Shiba Inu SHIB,SHIB,$0.0000122,0.1%,1.0%,2.8%,"$104,965,681","$7,183,845,110"
https://assets.coingecko.com/coins/images/3688/standard/hbar.png?1696504364,Hedera HBAR,HBAR,$0.1657,0.2%,1.1%,5.4%,"$102,213,090","$6,996,230,392"
https://assets.coingecko.com/coins/images/26375/standard/sui-ocean-square.png?1727791290,Sui SUI,SUI,$2.15,0.1%,1.9%,7.2%,"$355,276,540","$6,978,713,157"
https://assets.coingecko.com/coins/images/18834/standard/wstETH.png?1696518295,Wrapped stETH WSTETH,WSTETH,"$1,926.82",0.1%,1.4%,2.6%,"$16,962,844",
https://assets.coingecko.com/coins/images/780/standard/bitcoin-cash-circle.png?1696501932,Bitcoin Cash BCH,BCH,$337.37,0.1%,0.8%,2.7%,"$93,746,524","$6,697,153,196"
https://assets.coingecko.com/coins/images/50882/standard/hyperliquid.jpg?1729431300,Hyperliquid HYPE,HYPE,$18.10,0.2%,9.1%,13.3%,"$111,590,002","$6,039,044,510"
https://assets.coingecko.com/coins/images/2/standard/litecoin.png?1696501400,Litecoin LTC,LTC,$76.04,0.1%,0.5%,3.6%,"$218,648,443","$5,757,700,233"
https://static.coingecko.com/s/polkadot-73b0c058cae10a2f076a82dcade5cbe38601fad05d5e6211188f09eb96fa4617.gif,Polkadot DOT,DOT,$3.73,0.2%,1.1%,0.0%,"$83,763,242","$5,674,036,479"
